cluster_id,source_id,source,source_date,latitude,longitude,country
100119,1386373,sam-2025-Q1,2025-03-28,23.321787408517167,120.38242469069456,Taiwan
100152,41879,gpv-model,2019-01-01,22.51715676412887,120.51149809610388,Taiwan
100354,1108474,sam-2024-Q1,2024-03-06,23.690172847523645,120.2027002150087,Taiwan
100354,41929,gpv-model,2019-01-01,23.690223782342645,120.20255951045078,Taiwan
100279,1468254,sam-2025-Q2,2025-06-26,25.04102132629689,121.11127526313386,Taiwan
100326,23507,gpv-model,2019-01-01,22.75906888969139,120.47124118839773,Taiwan
100696,1461578,sam-2025-Q2,2025-06-26,22.0653916474374,120.71242292194178,Taiwan
100782,1468122,sam-2025-Q2,2025-06-26,23.72962928917733,120.56274502668404,Taiwan
10141,1468059,sam-2025-Q2,2025-06-26,23.2311363413189,120.2051276859834,Taiwan
10141,1324393,sam-2024-Q4,2025-01-13,23.231086489211428,120.20543788506788,Taiwan
10141,1324392,sam-2024-Q4,2025-01-13,23.23149170342582,120.2007180783283,Taiwan
10141,541860,sam-2023,2023-10-01,23.23096151144665,120.20553089564577,Taiwan
10141,1426628,sam-2025-Q1,2025-03-28,23.23154791973949,120.20076886124876,Taiwan
101553,1365949,sam-2025-Q1,2025-03-28,22.87363935768097,120.21342141395304,Taiwan
101553,1324226,sam-2024-Q4,2025-01-13,22.873548182632035,120.21341091251426,Taiwan
101742,1426596,sam-2025-Q1,2025-03-28,22.605668319709046,120.55945261015542,Taiwan
100700,1324230,sam-2024-Q4,2025-01-13,22.970954741084523,120.2237183252317,Taiwan
101902,1468186,sam-2025-Q2,2025-06-26,23.938378373793824,120.45934542764796,Taiwan
101919,541724,sam-2023,2023-10-01,22.63477351642829,120.38175375377756,Taiwan
102041,1324671,sam-2024-Q4,2025-01-13,25.07597316716011,121.14985776657454,Taiwan
101930,1324609,sam-2024-Q4,2025-01-13,24.82506968209168,121.26050309346378,Taiwan
102321,1488303,sam-2025-Q3,2025-09-29,22.67403728595814,120.2660143220038,Taiwan
102439,1324492,sam-2024-Q4,2025-01-13,23.36043235622442,120.37974128669477,Taiwan
102460,1324403,sam-2024-Q4,2025-01-13,23.28254561761222,120.21049776861844,Taiwan
102460,1426630,sam-2025-Q1,2025-03-28,23.28252436459259,120.21050038919766,Taiwan
102257,543696,sam-2023,2023-10-01,22.33814420658957,120.61234440378298,Taiwan
102257,1110927,sam-2024-Q1,2024-03-06,22.338286457935887,120.61250562137316,Taiwan
102930,1365977,sam-2025-Q1,2025-03-28,22.706743481272195,120.4748623740932,Taiwan
102930,1324339,sam-2024-Q4,2025-01-13,22.70668652476669,120.47487748457536,Taiwan
102786,1222670,sam-2024-Q3,2024-10-17,23.891185381199325,120.88719850863836,Taiwan
103016,1269611,sam-2024-Q3,2024-10-17,23.37863481682509,120.25686110554209,Taiwan
103223,1324417,sam-2024-Q4,2025-01-13,23.99344371752825,120.35547433633444,Taiwan
103223,1366056,sam-2025-Q1,2025-03-28,23.99355464674765,120.35527793132756,Taiwan
101689,1468115,sam-2025-Q2,2025-06-26,23.65481420404766,120.34207867913176,Taiwan
103357,1112819,sam-2024-Q1,2024-03-06,24.70225823141805,120.94061098537934,Taiwan
103357,546053,sam-2023,2023-10-01,24.70237068674046,120.94095499565506,Taiwan
103443,1426618,sam-2025-Q1,2025-03-28,22.92027596157721,120.2562122029864,Taiwan
103206,1468111,sam-2025-Q2,2025-06-26,23.50912275092021,120.45153994848006,Taiwan
103402,1426650,sam-2025-Q1,2025-03-28,23.60804034717596,120.30878864396544,Taiwan
103509,41860,gpv-model,2019-01-01,25.075450829105613,121.19072518151587,Taiwan
103753,1324334,sam-2024-Q4,2025-01-13,22.775678417240268,120.39158969612942,Taiwan
103753,1365974,sam-2025-Q1,2025-03-28,22.775718490526383,120.39160014090288,Taiwan
103553,1468252,sam-2025-Q2,2025-06-26,25.014668724022098,121.05243238253357,Taiwan
103630,1316768,sam-2024-Q4,2025-01-13,22.47775714214142,120.49612676914847,Taiwan
104315,1324346,sam-2024-Q4,2025-01-13,23.564236520081806,120.38956282259066,Taiwan
10391,543760,sam-2023,2023-10-01,22.44012470643696,120.55615167744364,Taiwan
10391,1316788,sam-2024-Q4,2025-01-13,22.440139265558468,120.55585003355591,Taiwan
10391,1461590,sam-2025-Q2,2025-06-26,22.43927904797137,120.54943237546604,Taiwan
10391,1424358,sam-2025-Q1,2025-03-28,22.44014447640437,120.55589485991908,Taiwan
10391,1486160,sam-2025-Q3,2025-09-29,22.444048431240795,120.54954804847992,Taiwan
10391,1461591,sam-2025-Q2,2025-06-26,22.442564191443715,120.55847481600657,Taiwan
10391,1110968,sam-2024-Q1,2024-03-06,22.43986279302027,120.55602814192414,Taiwan
10391,1316789,sam-2024-Q4,2025-01-13,22.44244887083289,120.55848221130516,Taiwan
104343,1406577,sam-2025-Q1,2025-03-28,23.693569819176897,120.62937555909696,Taiwan
102160,1468250,sam-2025-Q2,2025-06-26,24.932587128592584,121.16978467511802,Taiwan
104581,1366058,sam-2025-Q1,2025-03-28,23.917860770955933,120.4364644962174,Taiwan
104487,1467987,sam-2025-Q2,2025-06-26,22.66103673982081,120.32687851082876,Taiwan
104674,1109524,sam-2024-Q1,2024-03-06,22.659896692573213,120.41014198844675,Taiwan
104674,1426593,sam-2025-Q1,2025-03-28,22.659130780521053,120.41062376780172,Taiwan
103944,1468094,sam-2025-Q2,2025-06-26,23.265802099958275,120.3268763552873,Taiwan
105020,543925,sam-2023,2023-10-01,22.76363019672628,120.4741599274162,Taiwan
